municipality,municipalityLabel,district,districtLabel,state,stateLabel
http://www.wikidata.org/entity/Q253185,Windeck,http://www.wikidata.org/entity/Q6287,Rhein-Sieg District,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q61630,Bad Bellingen,http://www.wikidata.org/entity/Q8198,Lörrach,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q253881,Oberschleißheim,http://www.wikidata.org/entity/Q10544,Munich,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q200275,Heiden,http://www.wikidata.org/entity/Q6191,Borken,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q61936,Starnberg,http://www.wikidata.org/entity/Q10504,Starnberg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q22937,Kusel,http://www.wikidata.org/entity/Q562635,Kusel,http://www.wikidata.org/entity/Q1200,Rhineland-Palatinate
http://www.wikidata.org/entity/Q199974,Hürtgenwald,http://www.wikidata.org/entity/Q6275,Düren,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q203786,Zimmern unter der Burg,http://www.wikidata.org/entity/Q8233,Zollernalb,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q199968,Aldenhoven,http://www.wikidata.org/entity/Q6275,Düren,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q61626,Werbach,http://www.wikidata.org/entity/Q8517,Main-Tauber-Kreis,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q203836,Zimmerschied,http://www.wikidata.org/entity/Q562560,Verbandsgemeinde Nassau,http://www.wikidata.org/entity/Q1200,Rhineland-Palatinate
http://www.wikidata.org/entity/Q252426,Mammendorf,http://www.wikidata.org/entity/Q10502,Fürstenfeldbruck,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q14914,Coesfeld,http://www.wikidata.org/entity/Q6210,Coesfeld,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q189904,Zenting,http://www.wikidata.org/entity/Q10487,Freyung-Grafenau,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q202116,Pullach,http://www.wikidata.org/entity/Q10544,Munich,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q16145,Bad Hersfeld,http://www.wikidata.org/entity/Q7898,Hersfeld-Rotenburg,http://www.wikidata.org/entity/Q1199,Hesse
http://www.wikidata.org/entity/Q204683,Waldfeucht,http://www.wikidata.org/entity/Q6264,Heinsberg,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q196863,Zethlingen,http://www.wikidata.org/entity/Q539118,Kalbe (Milde),http://www.wikidata.org/entity/Q1206,Saxony-Anhalt
http://www.wikidata.org/entity/Q53742,Donauwörth,http://www.wikidata.org/entity/Q10418,Donau-Ries,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q200018,Langerwehe,http://www.wikidata.org/entity/Q6275,Düren,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q251127,Nußdorf,http://www.wikidata.org/entity/Q10528,Traunstein,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q253123,Bischofsgrün,http://www.wikidata.org/entity/Q10439,Bayreuth,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q157598,Kulmbach,http://www.wikidata.org/entity/Q10436,Kulmbach,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q204109,Linthe,http://www.wikidata.org/entity/Q479055,Amt Brück,http://www.wikidata.org/entity/Q1208,Brandenburg
http://www.wikidata.org/entity/Q15980,Erding,http://www.wikidata.org/entity/Q10539,District of Erding,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q200744,Bondorf,http://www.wikidata.org/entity/Q8536,Böblingen district,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q16107,Höxter,http://www.wikidata.org/entity/Q6228,Höxter,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q53805,Zaberfeld,http://www.wikidata.org/entity/Q7166,Heilbronn,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q200247,Raesfeld,http://www.wikidata.org/entity/Q6191,Borken,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q200059,Niederzier,http://www.wikidata.org/entity/Q6275,Düren,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q199988,Kreuzau,http://www.wikidata.org/entity/Q6275,Düren,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q61639,Eimeldingen,http://www.wikidata.org/entity/Q8198,Lörrach,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q201907,Eberhardzell,http://www.wikidata.org/entity/Q8223,Biberach district,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q203754,Bolsterlang,http://www.wikidata.org/entity/Q10402,Oberallgäu,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q16033,Dietzenbach,http://www.wikidata.org/entity/Q7912,Offenbach,http://www.wikidata.org/entity/Q1199,Hesse
http://www.wikidata.org/entity/Q60573,Gaiberg,http://www.wikidata.org/entity/Q8177,Rhein-Neckar,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q60559,Illerkirchberg,http://www.wikidata.org/entity/Q8221,Alb-Donau-Kreis,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q200076,Titz,http://www.wikidata.org/entity/Q6275,Düren,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q200177,Südlohn,http://www.wikidata.org/entity/Q6191,Borken,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q10898,Olpe,http://www.wikidata.org/entity/Q5953,Olpe,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q61724,Tauberbischofsheim,http://www.wikidata.org/entity/Q8517,Main-Tauber-Kreis,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q16003,Fürstenfeldbruck,http://www.wikidata.org/entity/Q10502,Fürstenfeldbruck,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q57817,Pfaffroda,http://www.wikidata.org/entity/Q57933,Olbernhau,http://www.wikidata.org/entity/Q1202,Saxony
http://www.wikidata.org/entity/Q61640,Efringen-Kirchen,http://www.wikidata.org/entity/Q8198,Lörrach,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q252794,Schechen,http://www.wikidata.org/entity/Q10526,Rosenheim,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q14833,Heinsberg,http://www.wikidata.org/entity/Q6264,Heinsberg,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q72977,Zirndorf,http://www.wikidata.org/entity/Q10455,Fürth,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q23008,Mosbach,http://www.wikidata.org/entity/Q8174,Neckar-Odenwald,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q251915,Teugn,http://www.wikidata.org/entity/Q10474,Kelheim,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q200256,Legden,http://www.wikidata.org/entity/Q6191,Borken,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q252884,Burgkirchen an der Alz,http://www.wikidata.org/entity/Q10533,Altötting,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q53908,Hiddenhausen,http://www.wikidata.org/entity/Q6234,Herford,http://www.wikidata.org/entity/Q1198,North Rhine-Westphalia
http://www.wikidata.org/entity/Q252755,Staudach-Egerndach,http://www.wikidata.org/entity/Q10528,Traunstein,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q191879,Zernien,http://www.wikidata.org/entity/Q320195,Elbtalaue,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q262790,Schöngeising,http://www.wikidata.org/entity/Q10502,Fürstenfeldbruck,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q266785,Künzing,http://www.wikidata.org/entity/Q10485,Deggendorf,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q280952,Seehausen am Staffelsee,http://www.wikidata.org/entity/Q10518,Garmisch-Partenkirchen,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q261177,Hausen,http://www.wikidata.org/entity/Q10474,Kelheim,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q279628,Apfeltrach,http://www.wikidata.org/entity/Q10408,Unterallgäu,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q264025,Egling,http://www.wikidata.org/entity/Q10522,Bad Tölz-Wolfratshausen,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q281976,Moos,http://www.wikidata.org/entity/Q10485,Deggendorf,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q261280,Bodenkirchen,http://www.wikidata.org/entity/Q10475,Landshut (district),http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q263451,Oberdolling,http://www.wikidata.org/entity/Q10491,Eichstätt,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q267254,Ahorn,http://www.wikidata.org/entity/Q10440,Coburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q266204,Kirchdorf,http://www.wikidata.org/entity/Q10474,Kelheim,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q265381,Winhöring,http://www.wikidata.org/entity/Q10533,Altötting,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q279508,Philippsthal (Werra),http://www.wikidata.org/entity/Q7898,Hersfeld-Rotenburg,http://www.wikidata.org/entity/Q1199,Hesse
http://www.wikidata.org/entity/Q263291,Türkenfeld,http://www.wikidata.org/entity/Q10502,Fürstenfeldbruck,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q280425,Schnaitsee,http://www.wikidata.org/entity/Q10528,Traunstein,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q263586,Bayerisch Gmain,http://www.wikidata.org/entity/Q10530,Berchtesgadener Land,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q266726,Dürrlauingen,http://www.wikidata.org/entity/Q10412,Günzburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q274990,Münstertal/Schwarzwald,http://www.wikidata.org/entity/Q8195,Breisgau-Hochschwarzwald,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q263741,Eichstegen,http://www.wikidata.org/entity/Q8225,Landkreis Ravensburg,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q262333,Stephansposching,http://www.wikidata.org/entity/Q10485,Deggendorf,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q279246,Aldersbach,http://www.wikidata.org/entity/Q10489,Passau,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q263496,Eichenau,http://www.wikidata.org/entity/Q10502,Fürstenfeldbruck,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q279128,Marquartstein,http://www.wikidata.org/entity/Q10528,Traunstein,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q267993,Muhr am See,http://www.wikidata.org/entity/Q10453,Weißenburg-Gunzenhausen,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q261742,Eitensheim,http://www.wikidata.org/entity/Q10491,Eichstätt,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q269304,Biburg,http://www.wikidata.org/entity/Q10474,Kelheim,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q280188,Altenmarkt an der Alz,http://www.wikidata.org/entity/Q10528,Traunstein,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q269617,Ahorntal,http://www.wikidata.org/entity/Q10439,Bayreuth,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q265312,Kirchanschöring,http://www.wikidata.org/entity/Q10528,Traunstein,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q262485,Mühlenbach,http://www.wikidata.org/entity/Q8191,Ortenau,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q262752,Cammin,http://www.wikidata.org/entity/Q480049,Tessin,http://www.wikidata.org/entity/Q1196,Mecklenburg-Western Pomerania
http://www.wikidata.org/entity/Q261515,Haarbach,http://www.wikidata.org/entity/Q10489,Passau,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q268941,Mittelnkirchen,http://www.wikidata.org/entity/Q488104,Lühe,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q267865,Piding,http://www.wikidata.org/entity/Q10530,Berchtesgadener Land,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q261630,Putzbrunn,http://www.wikidata.org/entity/Q10544,Munich,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q274658,Altheim (Alb),http://www.wikidata.org/entity/Q8221,Alb-Donau-Kreis,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q265707,Iffeldorf,http://www.wikidata.org/entity/Q10516,Weilheim-Schongau,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q263773,Lahntal,http://www.wikidata.org/entity/Q7902,Marburg-Biedenkopf,http://www.wikidata.org/entity/Q1199,Hesse
http://www.wikidata.org/entity/Q267408,Unterföhring,http://www.wikidata.org/entity/Q10544,Munich,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q269579,Münchsmünster,http://www.wikidata.org/entity/Q10496,Pfaffenhofen a. d. Ilm,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q278609,Gröbenzell,http://www.wikidata.org/entity/Q10502,Fürstenfeldbruck,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q266915,Siegsdorf,http://www.wikidata.org/entity/Q10528,Traunstein,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q267723,Pörnbach,http://www.wikidata.org/entity/Q10496,Pfaffenhofen a. d. Ilm,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q268868,Haselbach,http://www.wikidata.org/entity/Q10482,Straubing-Bogen,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q263850,Baiern,http://www.wikidata.org/entity/Q10541,Ebersberg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q268707,Karlsfeld,http://www.wikidata.org/entity/Q10500,Dachau county,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q262325,Palling,http://www.wikidata.org/entity/Q10528,Traunstein,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q266518,Cronenberg,http://www.wikidata.org/entity/Q15852579,Lauterecken-Wolfstein,http://www.wikidata.org/entity/Q1200,Rhineland-Palatinate
http://www.wikidata.org/entity/Q266250,Gechingen,http://www.wikidata.org/entity/Q8186,Calw District,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q264501,Feldkirchen,http://www.wikidata.org/entity/Q10544,Munich,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q264422,Geiselbach,http://www.wikidata.org/entity/Q10471,Aschaffenburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q281313,Tröstau,http://www.wikidata.org/entity/Q10432,Wunsiedel,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q264899,Unterhaching,http://www.wikidata.org/entity/Q10544,Munich,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q266721,Schönau,http://www.wikidata.org/entity/Q10477,Rottal-Inn,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q262193,Jesenwang,http://www.wikidata.org/entity/Q10502,Fürstenfeldbruck,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q267831,Niedernwöhren,http://www.wikidata.org/entity/Q529502,Niedernwöhren,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q274962,Altheim,http://www.wikidata.org/entity/Q8223,Biberach district,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q278469,Tiefenbach,http://www.wikidata.org/entity/Q10475,Landshut (district),http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q280324,Martfeld,http://www.wikidata.org/entity/Q481611,Bruchhausen-Vilsen,http://www.wikidata.org/entity/Q1197,Lower Saxony
http://www.wikidata.org/entity/Q264385,Altfraunhofen,http://www.wikidata.org/entity/Q10475,Landshut (district),http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q278647,Buchheim,http://www.wikidata.org/entity/Q8208,Tuttlingen,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q262656,"Bergen, Upper Bavaria",http://www.wikidata.org/entity/Q10528,Traunstein,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q261453,"Denkendorf, Bavaria",http://www.wikidata.org/entity/Q10491,Eichstätt,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q268734,Auggen,http://www.wikidata.org/entity/Q8195,Breisgau-Hochschwarzwald,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q262395,Achslach,http://www.wikidata.org/entity/Q10483,Regen district,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q262147,Polling,http://www.wikidata.org/entity/Q10516,Weilheim-Schongau,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q266039,Reichenbach am Regen,http://www.wikidata.org/entity/Q10424,Cham,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511883,Genderkingen,http://www.wikidata.org/entity/Q10418,Donau-Ries,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q513462,Jagstzell,http://www.wikidata.org/entity/Q8522,Ostalbkreis,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q511462,Wiesenbach,http://www.wikidata.org/entity/Q10412,Günzburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511582,Wurmsham,http://www.wikidata.org/entity/Q10475,Landshut (district),http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q512970,Kleinaitingen,http://www.wikidata.org/entity/Q10414,Augsburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511857,Seeg,http://www.wikidata.org/entity/Q10405,Ostallgäu,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q512844,Aßling,http://www.wikidata.org/entity/Q10541,Ebersberg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q513029,Scherstetten,http://www.wikidata.org/entity/Q10414,Augsburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q510982,Fellen,http://www.wikidata.org/entity/Q10469,Main-Spessart,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511469,Marklkofen,http://www.wikidata.org/entity/Q10480,Dingolfing-Landau,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q513376,Bartholomä,http://www.wikidata.org/entity/Q8522,Ostalbkreis,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q513059,Langenneufnach,http://www.wikidata.org/entity/Q10414,Augsburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q513143,Schwabsoien,http://www.wikidata.org/entity/Q10516,Weilheim-Schongau,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q512943,Sailauf,http://www.wikidata.org/entity/Q10471,Aschaffenburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511477,Mamming,http://www.wikidata.org/entity/Q10480,Dingolfing-Landau,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511126,Ködnitz,http://www.wikidata.org/entity/Q10436,Kulmbach,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q510806,Willmering,http://www.wikidata.org/entity/Q10424,Cham,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511408,Weigenheim,http://www.wikidata.org/entity/Q10456,Neustadt (Aisch)-Bad Windsheim,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511294,Röfingen,http://www.wikidata.org/entity/Q10412,Günzburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q513261,Obersüßbach,http://www.wikidata.org/entity/Q10475,Landshut (district),http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q513249,Kümmersbruck,http://www.wikidata.org/entity/Q10421,Amberg-Sulzbach,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511842,Forstern,http://www.wikidata.org/entity/Q10539,District of Erding,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511351,Waltenhausen,http://www.wikidata.org/entity/Q10412,Günzburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511325,"Ergersheim, Middle Franconia",http://www.wikidata.org/entity/Q10456,Neustadt (Aisch)-Bad Windsheim,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q512204,Moosthenning,http://www.wikidata.org/entity/Q10480,Dingolfing-Landau,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511796,Moosinning,http://www.wikidata.org/entity/Q10539,District of Erding,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511811,Berglern,http://www.wikidata.org/entity/Q10539,District of Erding,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511523,Niederviehbach,http://www.wikidata.org/entity/Q10480,Dingolfing-Landau,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q513048,Blaichach,http://www.wikidata.org/entity/Q10402,Oberallgäu,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q512719,Hohenthann,http://www.wikidata.org/entity/Q10475,Landshut (district),http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511188,Gerhardshofen,http://www.wikidata.org/entity/Q10456,Neustadt (Aisch)-Bad Windsheim,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q512178,Haimhausen,http://www.wikidata.org/entity/Q10500,Dachau county,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511780,Steinhöring,http://www.wikidata.org/entity/Q10541,Ebersberg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q510974,Forstinning,http://www.wikidata.org/entity/Q10541,Ebersberg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q512827,Stockheim,http://www.wikidata.org/entity/Q10434,Kronach,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511495,Röhrmoos,http://www.wikidata.org/entity/Q10500,Dachau county,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511339,Landensberg,http://www.wikidata.org/entity/Q10412,Günzburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q512193,Odelzhausen,http://www.wikidata.org/entity/Q10500,Dachau county,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q513443,Gschwend,http://www.wikidata.org/entity/Q8522,Ostalbkreis,http://www.wikidata.org/entity/Q985,Baden-Württemberg
http://www.wikidata.org/entity/Q513013,Heretsried,http://www.wikidata.org/entity/Q10414,Augsburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511508,Postau,http://www.wikidata.org/entity/Q10475,Landshut (district),http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511486,Pastetten,http://www.wikidata.org/entity/Q10539,District of Erding,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q510964,Binswangen,http://www.wikidata.org/entity/Q10417,Dillingen,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511032,Harsdorf,http://www.wikidata.org/entity/Q10436,Kulmbach,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q512928,Gessertshausen,http://www.wikidata.org/entity/Q10414,Augsburg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q512144,Egmating,http://www.wikidata.org/entity/Q10541,Ebersberg,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q512917,Bächingen an der Brenz,http://www.wikidata.org/entity/Q10417,Dillingen,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511871,Rückholz,http://www.wikidata.org/entity/Q10405,Ostallgäu,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q512905,Biebelried,http://www.wikidata.org/entity/Q10459,Kitzingen,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q510995,Hitzhofen,http://www.wikidata.org/entity/Q10491,Eichstätt,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q510887,Grafling,http://www.wikidata.org/entity/Q10485,Deggendorf,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511972,Rettenbach am Auerberg,http://www.wikidata.org/entity/Q10405,Ostallgäu,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q510813,Gerolfingen,http://www.wikidata.org/entity/Q10454,Ansbach,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q510872,Schollbrunn,http://www.wikidata.org/entity/Q10469,Main-Spessart,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q512876,Fünfstetten,http://www.wikidata.org/entity/Q10418,Donau-Ries,http://www.wikidata.org/entity/Q980,Bavaria
http://www.wikidata.org/entity/Q511941,Stötten am Auerberg,http://www.wikidata.org/entity/Q10405,Ostallgäu,http://www.wikidata.org/entity/Q980,Bavaria
